id;from_id;to_id;distance;lead_time_days;connection_type;max_capacity
5ae879fd-9060-4209-b93c-6a8a83e97d04;ebd6c655-ede0-4182-abaf-1f3aa5aa8700;bb06fd8f-54b8-4d19-a070-aa109c05a76f;642;8;TRUCK;211
fc1d9755-aa77-4f75-a2b0-9755456bd3c5;ebd6c655-ede0-4182-abaf-1f3aa5aa8700;64c560ac-eaba-4820-98c7-f4ef30f3a6c0;586;8;TRUCK;180
38963b21-9ca5-4d7b-9164-ba5e9d48e92a;ebd6c655-ede0-4182-abaf-1f3aa5aa8700;c0b29d43-6cee-4a66-9dbc-07cae7bb1cbb;279;8;TRUCK;114
62b1ee0e-fe22-4c9f-a48b-b7058a9d41d7;ebd6c655-ede0-4182-abaf-1f3aa5aa8700;a36b20ae-73ef-4133-836b-29349411b476;418;8;TRUCK;137
10c55ebd-9bef-4ed2-a445-81e845dd8dd4;ebd6c655-ede0-4182-abaf-1f3aa5aa8700;910514e7-88f7-43c5-b6c8-62806fb8d5b8;326;8;TRUCK;122
6ddefb7d-4741-4dcb-a60e-675542ce22e6;ebd6c655-ede0-4182-abaf-1f3aa5aa8700;f5fcc559-824b-467b-98b6-a1bc5ff6b005;625;4;TRUCK;121
491e25db-0990-43c8-aaaf-9c9addd467ce;ebd6c655-ede0-4182-abaf-1f3aa5aa8700;96ef7c92-408e-4fb7-a9b0-10de20f239f0;338;3;TRUCK;93
1aa89f00-5da2-4790-9041-777aa8cea3f3;ebd6c655-ede0-4182-abaf-1f3aa5aa8700;76ae6af8-681e-40ad-9003-86013a379cd3;291;7;TRUCK;122
58baf7d7-3b66-4931-9af0-f69fd09f4dac;ebd6c655-ede0-4182-abaf-1f3aa5aa8700;256fa900-f1b1-4140-8624-0100e2f6c0e1;396;8;TRUCK;161
af18d60b-7056-433e-a1e8-3a213f506707;ebd6c655-ede0-4182-abaf-1f3aa5aa8700;1fecc97b-f187-461f-92f8-515381271a5b;586;7;TRUCK;69
d979aa91-cc88-4d4b-9cd6-3b5cd1f10210;ebd6c655-ede0-4182-abaf-1f3aa5aa8700;340ee543-77f6-4021-bd4e-3dd6cc627c52;123;8;TRUCK;130
56d19ff6-0c2f-4e76-a1dc-2b46be28fb10;ebd6c655-ede0-4182-abaf-1f3aa5aa8700;097c8c2e-9831-4794-a426-fb1ff45596e2;281;2;TRUCK;175
e5f243a1-edf8-4a35-a96b-6eff7455459d;ebd6c655-ede0-4182-abaf-1f3aa5aa8700;7aede2a7-80dc-44a8-bc95-1e5e8315911e;248;5;TRUCK;192
e0d04d26-1eeb-4ab1-9273-0a876ffc0c6f;ebd6c655-ede0-4182-abaf-1f3aa5aa8700;ae68f234-f50c-4ab7-909c-48cdb54422df;529;5;TRUCK;109
c6b85011-98d4-45c4-85f2-515b6ddb9089;ebd6c655-ede0-4182-abaf-1f3aa5aa8700;28898363-d564-40fe-a589-22bce4201951;677;2;TRUCK;169
4d7d5363-d78c-4071-872f-ea419e51ef77;ebd6c655-ede0-4182-abaf-1f3aa5aa8700;64fa1675-f09b-4328-af85-39fdba252695;125;6;TRUCK;155
e4593cf2-503d-46c0-9d09-9b4604b363b0;ebd6c655-ede0-4182-abaf-1f3aa5aa8700;74b34a67-dc4c-4233-931f-3a08edb8bd94;437;8;TRUCK;136
01c2a0df-01dc-4bd7-8915-0fc0e0ee57b2;ebd6c655-ede0-4182-abaf-1f3aa5aa8700;28898363-d564-40fe-a589-22bce4201951;591;3;TRUCK;169
e4f7e859-640f-4081-942d-261ef0dd9125;ebd6c655-ede0-4182-abaf-1f3aa5aa8700;7f97f16c-73f4-4ce9-9397-e005a2ab604f;136;7;TRUCK;196
2e3fc2f5-6190-4e53-8196-74364b3edf74;ebd6c655-ede0-4182-abaf-1f3aa5aa8700;958ad68c-5b76-4267-a6c5-1977967ac3e1;623;3;TRUCK;217
b7dc5a6c-1da7-4685-8318-0a7178571ca2;ebd6c655-ede0-4182-abaf-1f3aa5aa8700;eeb8636d-5d00-4907-b615-a27e72036af5;140;6;TRUCK;138
986ce9f0-1d24-4ab9-8d49-7cf126d27d84;ebd6c655-ede0-4182-abaf-1f3aa5aa8700;d5d044ac-5e07-4d8a-b502-2cd24b6b390d;335;7;TRUCK;210
9ff0d0c4-45ce-4fec-ae38-f59e82276aa7;ebd6c655-ede0-4182-abaf-1f3aa5aa8700;b9238bdf-981c-49b3-953c-3f155e09da55;117;8;TRUCK;115
9974898b-eddf-46ad-8c0b-ee2b1fb69c0f;ebd6c655-ede0-4182-abaf-1f3aa5aa8700;67072ba6-7a80-4351-bb56-e6d857266c68;361;4;TRUCK;112
da0aa7b1-995c-40ed-b2a7-8da7aebf5967;ebd6c655-ede0-4182-abaf-1f3aa5aa8700;3f21452d-9f92-4b81-8fb3-75f9ef97b70c;273;5;TRUCK;108
16ae0632-8efb-47cc-b665-49de6d453efe;ebd6c655-ede0-4182-abaf-1f3aa5aa8700;256fa900-f1b1-4140-8624-0100e2f6c0e1;269;2;TRUCK;161
33a573a5-0464-4c9f-9e16-f36421d1f835;ebd6c655-ede0-4182-abaf-1f3aa5aa8700;ce294d32-0c5e-4012-a77d-410d988f4ec1;342;3;TRUCK;212
456511e9-aa97-4cdb-8677-b6fad6b552b9;ebd6c655-ede0-4182-abaf-1f3aa5aa8700;bf023bc5-14df-4d5b-a80a-d5a41b6b5ef3;353;2;TRUCK;118
e946e736-f43b-4782-bc10-a6c083a6a948;ebd6c655-ede0-4182-abaf-1f3aa5aa8700;cff4e39d-450a-4bf1-b029-8d8d9ba5f6ca;647;5;TRUCK;114
b9505a31-ab9c-4aee-88a7-3d8331331b96;ebd6c655-ede0-4182-abaf-1f3aa5aa8700;cb588847-7736-4f61-9328-80d42bba4517;321;8;TRUCK;164
0f25d9e2-7adf-4f3d-8832-b4eea239a25c;ebd6c655-ede0-4182-abaf-1f3aa5aa8700;930c2278-66d6-4558-b26b-5ab7aea3a914;554;6;TRUCK;106
2b66365e-276f-4ee3-bec0-086ad3eaab34;ebd6c655-ede0-4182-abaf-1f3aa5aa8700;cb588847-7736-4f61-9328-80d42bba4517;607;6;TRUCK;164
7c691621-aef7-4c15-8246-6b3c9bd4dcc9;ebd6c655-ede0-4182-abaf-1f3aa5aa8700;256fa900-f1b1-4140-8624-0100e2f6c0e1;498;6;TRUCK;161
85e2c987-32b6-4b4f-989d-1d0180a42614;ebd6c655-ede0-4182-abaf-1f3aa5aa8700;73997612-53b6-45f0-a637-8341886f7156;392;8;TRUCK;117
0c081f18-7bb8-4ef1-bed3-e482a9fefaf4;ebd6c655-ede0-4182-abaf-1f3aa5aa8700;5d3439c3-c97f-4f87-9157-e5feda8ec203;353;7;TRUCK;112
230d0fde-c52e-4337-8e94-89ade9954777;ebd6c655-ede0-4182-abaf-1f3aa5aa8700;3df99b4c-5202-4871-ad3f-ae3756f6bc99;428;3;TRUCK;123
0d428a41-c53a-4abb-825a-ce536d2b6eee;aa2417e7-e49e-4a84-8f8d-94665c107ce7;b51e9bf2-6ad9-42ca-8ce5-76ebfb972be0;317;2;TRUCK;145
decfe201-2a78-4613-a3ca-0e8f9cba4770;aa2417e7-e49e-4a84-8f8d-94665c107ce7;5f6c1c27-cdf7-438b-99a8-aa0b352eff87;361;8;TRUCK;170
5e306374-4773-421c-9832-3a1324f89ffb;aa2417e7-e49e-4a84-8f8d-94665c107ce7;98fe2363-8ce1-43b6-bf47-ce4df26522ed;604;4;TRUCK;90
2d1fe3d7-10f4-4e18-89c8-e257775b5ef3;aa2417e7-e49e-4a84-8f8d-94665c107ce7;96cb973b-5e75-4733-a27b-28578b3d39a6;439;5;TRUCK;162
edda1103-9583-4f99-8c3c-40fcd1adbd6a;aa2417e7-e49e-4a84-8f8d-94665c107ce7;fdf5e655-fe0d-47c0-80b3-4aa24f08d7a0;563;7;TRUCK;79
8b8f24ed-bf14-4d28-b25c-4bbd9db23b9d;aa2417e7-e49e-4a84-8f8d-94665c107ce7;1ab9b670-228a-421f-bf99-dde217cc48f1;278;7;TRUCK;121
02ad4869-96cc-46d8-aa64-4adb39f2b624;aa2417e7-e49e-4a84-8f8d-94665c107ce7;fdf5e655-fe0d-47c0-80b3-4aa24f08d7a0;395;3;TRUCK;79
8460beb7-95a2-4a71-b9e1-c871e308948d;aa2417e7-e49e-4a84-8f8d-94665c107ce7;fdf5e655-fe0d-47c0-80b3-4aa24f08d7a0;181;8;TRUCK;79
1aaeae48-1f70-417e-8f41-74c2b24fd743;aa2417e7-e49e-4a84-8f8d-94665c107ce7;a08d7372-e56f-4ddc-b67a-f715947cfe72;476;8;TRUCK;166
7b34b46c-aba2-4aef-aa9e-8ebb94ec241b;aa2417e7-e49e-4a84-8f8d-94665c107ce7;2f31902f-cb7c-4f07-b7e9-c8d870845a8c;697;2;TRUCK;162
9d70d679-d741-41aa-97a0-e2347606fedb;aa2417e7-e49e-4a84-8f8d-94665c107ce7;c557912b-5be7-40c1-947e-cc41b9d73d17;216;2;TRUCK;74
da2d7c8d-8912-4998-bef3-7198f0b2733c;aa2417e7-e49e-4a84-8f8d-94665c107ce7;931c4771-47f5-46cc-b5be-ca0a97a1a78f;528;2;TRUCK;106
a006407f-7d06-46f1-9ed1-477c8066fe48;aa2417e7-e49e-4a84-8f8d-94665c107ce7;5d7d73a2-e645-42dd-b2bf-073f0d7c0f28;448;8;TRUCK;99
1cb6ad52-9ebc-404f-8ffa-67f0eba4bde9;aa2417e7-e49e-4a84-8f8d-94665c107ce7;6e6ddb28-f37a-43e0-a820-8ecd46c9e27e;310;3;TRUCK;141
da1f76c6-18af-4fd4-86c3-13df01ff11a9;aa2417e7-e49e-4a84-8f8d-94665c107ce7;616fb561-aa2a-42e3-8113-1ee2cbbaf387;357;6;TRUCK;131
a1509677-2136-4d35-b670-f45f92e981ae;aa2417e7-e49e-4a84-8f8d-94665c107ce7;12930b33-898b-49c6-a434-8e7f78d958e2;303;4;TRUCK;174
4df9cc4d-dc1c-4dab-bea2-f2366bc0a924;aa2417e7-e49e-4a84-8f8d-94665c107ce7;2f03822c-304c-428f-84dc-6c526e38d90d;151;4;TRUCK;124
648caaaf-9ed5-41b9-a4eb-5ead4f1df22e;aa2417e7-e49e-4a84-8f8d-94665c107ce7;2f03822c-304c-428f-84dc-6c526e38d90d;534;7;TRUCK;124
393aebd4-cbee-4e93-9aec-c533da4aa84d;aa2417e7-e49e-4a84-8f8d-94665c107ce7;79dd5373-901a-48fd-afee-2119430a4391;518;4;TRUCK;189
18b002de-509d-41b5-ad41-1c28dab1a457;aa2417e7-e49e-4a84-8f8d-94665c107ce7;00311d94-a8b1-4f7b-93f1-fe4d6acd69a6;654;8;TRUCK;121
69f0d8ec-ac91-4c2f-bc6b-730363090264;aa2417e7-e49e-4a84-8f8d-94665c107ce7;1f10bb7e-a433-47df-b5a3-d3f942ad8d09;131;6;TRUCK;167
63d00a36-556c-4446-ab92-1b5d847a0f58;aa2417e7-e49e-4a84-8f8d-94665c107ce7;90724f15-cf1d-4699-a1c3-2bd0546cdb45;630;4;TRUCK;220
89bf3056-65a8-4897-9251-a6fbe48da3d6;aa2417e7-e49e-4a84-8f8d-94665c107ce7;12930b33-898b-49c6-a434-8e7f78d958e2;206;3;TRUCK;174
028312da-b7c0-4345-a634-2097a9a14134;aa2417e7-e49e-4a84-8f8d-94665c107ce7;0b73301f-b47f-4f28-820a-f820d183f0d5;654;2;TRUCK;118
f2a646cf-9ca9-4df8-8489-6204a29ba5a8;aa2417e7-e49e-4a84-8f8d-94665c107ce7;4864a396-e301-4737-81b5-3e0ec55d9398;624;2;TRUCK;244
56c18675-a0f4-4f67-87a7-7d6178c80266;aa2417e7-e49e-4a84-8f8d-94665c107ce7;41d0f103-831f-4438-a2e3-8e0148983fcc;380;5;TRUCK;180
7c6a24c5-70fc-461c-9d31-b19e73be46ef;aa2417e7-e49e-4a84-8f8d-94665c107ce7;7bd1bd51-f68c-4a6f-8906-93712cdba5e3;497;5;TRUCK;176
71108de1-efa5-40d8-9fad-885316b0a941;aa2417e7-e49e-4a84-8f8d-94665c107ce7;9c80d2ca-1472-48a6-b585-490ff4030d0c;103;2;TRUCK;171
570e6a55-79d3-47b8-8d23-316c7f5120a1;aa2417e7-e49e-4a84-8f8d-94665c107ce7;328774ab-6046-4472-bf86-5a2fa728404d;336;4;TRUCK;128
4e59f5a1-0b41-4af5-a2c1-82a2a7d62e82;aa2417e7-e49e-4a84-8f8d-94665c107ce7;825597af-92cd-4a8c-a57c-77c58ecd7133;409;4;TRUCK;145
793bf6b3-545f-4a05-8393-cc20a1a437bd;aa2417e7-e49e-4a84-8f8d-94665c107ce7;fe4297ad-fec9-404a-92f2-f5a9d0ae2ba3;551;4;TRUCK;175
d933b196-239b-4e2a-a31e-c71a94d53023;aa2417e7-e49e-4a84-8f8d-94665c107ce7;6e6ddb28-f37a-43e0-a820-8ecd46c9e27e;682;4;TRUCK;141
9747d7bf-4c4a-4e78-a633-e32bf4dc8321;aa2417e7-e49e-4a84-8f8d-94665c107ce7;79dd5373-901a-48fd-afee-2119430a4391;516;5;TRUCK;189
40f05589-1c9a-4005-95dc-2f11c3f469a6;aa2417e7-e49e-4a84-8f8d-94665c107ce7;973f1176-f0d9-4530-b727-c3bb0cfa0f9e;243;5;TRUCK;60
76891ba7-40bb-4ba4-a473-69ac2793dee0;aa2417e7-e49e-4a84-8f8d-94665c107ce7;652abd2d-0053-49c6-b8ec-4b4fef2f3846;699;8;TRUCK;107
b809ebed-209d-4704-a219-bf2c9c17e757;aa2417e7-e49e-4a84-8f8d-94665c107ce7;a6b52874-9175-46c8-8fb8-4a855d61ec4c;548;7;TRUCK;109
a91508a9-f151-45c2-ad0e-72d00385c2fc;aa2417e7-e49e-4a84-8f8d-94665c107ce7;2ca0fd22-c598-42be-b10a-fb4b7ce2cbd3;153;8;TRUCK;166
1883780a-71dc-42b9-8d80-33c6e126ca67;aa2417e7-e49e-4a84-8f8d-94665c107ce7;97b83c3b-017a-41e0-bd87-f11859ef3eb1;283;2;TRUCK;165
2883e2a5-b6bd-44aa-b9ae-f3f60eda57e1;aa2417e7-e49e-4a84-8f8d-94665c107ce7;fe4297ad-fec9-404a-92f2-f5a9d0ae2ba3;447;5;TRUCK;175
0940d958-4f88-4866-ae3d-46d4a47e418b;aa2417e7-e49e-4a84-8f8d-94665c107ce7;0b73301f-b47f-4f28-820a-f820d183f0d5;121;6;TRUCK;118
74328f3c-e9f5-40b5-bbe1-0361018d282c;aa2417e7-e49e-4a84-8f8d-94665c107ce7;bc69a49e-20a5-4e5b-876f-611c4a6878a2;281;4;TRUCK;103
3e7e70ae-e2fb-4d89-aa5e-c09c90391e93;aa2417e7-e49e-4a84-8f8d-94665c107ce7;2f31902f-cb7c-4f07-b7e9-c8d870845a8c;611;8;TRUCK;162
dfa8ffaf-4d19-45f0-ab78-0572460723a6;aa2417e7-e49e-4a84-8f8d-94665c107ce7;616fb561-aa2a-42e3-8113-1ee2cbbaf387;106;5;TRUCK;131
4a01aef3-4855-4043-9ed1-34696e5c46ad;aa2417e7-e49e-4a84-8f8d-94665c107ce7;640d2a45-72c1-4013-9f26-aa6930135f0b;291;3;TRUCK;153
128afccb-a65c-4496-a0ae-acb5da4dfbd6;aa2417e7-e49e-4a84-8f8d-94665c107ce7;10a92cfd-a9f6-40f8-b25f-71fa542b7a43;637;6;TRUCK;126
8486f2b9-8529-4edb-9a75-4cd8a2ef86c5;aa2417e7-e49e-4a84-8f8d-94665c107ce7;5d7d73a2-e645-42dd-b2bf-073f0d7c0f28;545;7;TRUCK;99
bd5be80a-098a-464b-a917-182f685a90f0;aa2417e7-e49e-4a84-8f8d-94665c107ce7;9dd94db7-376e-485a-9961-5c67f91dc679;260;5;TRUCK;115
d50b82eb-e494-4aea-886a-f99b33086ca0;aa2417e7-e49e-4a84-8f8d-94665c107ce7;8eb9d4b7-46b4-49a3-9c52-ced3b219b657;661;6;TRUCK;127
4346757d-f1af-42a3-b0ce-b375e6f007b1;aa2417e7-e49e-4a84-8f8d-94665c107ce7;a99f95ad-2315-415b-801c-e93f13a798e9;336;8;TRUCK;137
a7b3d4be-a04b-45ab-8ba3-34285787bea8;e74761f3-dfc3-4582-9dd1-ff58a215b652;3519dbac-3990-49a0-b3b7-2f0428d29c19;578;2;TRUCK;76
a65aa0cd-b731-49a8-bd2c-f5597a2f07a9;e74761f3-dfc3-4582-9dd1-ff58a215b652;828ba4a9-9832-4d44-88b1-5865c3450382;661;4;TRUCK;77
ea3848d2-806d-4076-ab25-04531d2784d8;e74761f3-dfc3-4582-9dd1-ff58a215b652;0a603768-d872-4423-989f-9998687c00ca;330;6;TRUCK;144
d792a71e-b61c-41fa-942b-7dfa37cbebfd;e74761f3-dfc3-4582-9dd1-ff58a215b652;413c7009-210c-48f3-9713-13689a2cbf31;614;4;TRUCK;191
0348ef33-6f22-4f9d-9dd6-84f81a2274d2;e74761f3-dfc3-4582-9dd1-ff58a215b652;22b508c6-1134-4add-b485-ab2f35866fc1;345;7;TRUCK;194
22fb6e30-46df-4568-b27d-90119ae3e01d;e74761f3-dfc3-4582-9dd1-ff58a215b652;46373d10-7ff5-4873-aae9-30d24ac29bcb;254;8;TRUCK;99
67e7079d-b795-4c0b-bcff-e163da99c01e;e74761f3-dfc3-4582-9dd1-ff58a215b652;e406776e-0c5d-41e4-ae91-db167251e550;163;4;TRUCK;126
d375aa34-25d8-4685-b111-f2c17f9c4d1c;e74761f3-dfc3-4582-9dd1-ff58a215b652;ed24ee84-44b0-4139-92e0-fa053f80354e;575;8;TRUCK;207
8e271789-4f47-45f5-bb5a-395a0b86556b;e74761f3-dfc3-4582-9dd1-ff58a215b652;eb875b73-2888-418b-b18f-fa8fe80ad92b;435;3;TRUCK;114
